1,5,顕微鏡の観察用の標本のことをなんと言うでしょう？,プレパラート,オブラート,セルロース,カルラート
2,5,夏の大三角の1等星はデネブ、アルタイルと後一つは何でしょう？,ベガ,メガ,ギガ,セガ
3,5,冷やす目的やテレビの演出でよく使われる、二酸化炭素を冷やして凍らせたものを何と言うでしょう？,ドライアイス,液体窒素,硫化窒素,保冷剤
4,5,日本で最初のテレビ受像機に写った文字はどれ？,イ,初,1,あ
5,5,人間の持つ味覚「甘味」「酸味」「塩味」「苦味」あと一つはなんでしょう？,うま味,辛味,風味,渋味
6,5,世界で初めての電話機を開発したのは次のうち誰でしょうか？,ベル,エジソン,トーマス,テレフォン
7,5,世界で初めて有人宇宙飛行を成功させたパイロットで、「地球は青かった」で有名なのは誰でしょう？,ガガーリン,ガーリン,ガーガリン,ガーガーリン
8,5,無線送電システムを提唱し、空中放電実験で有名なのは次のうち誰でしょう？,テスラ,エジソン,ベル,ライト兄弟
9,5,初めて月面に着陸したアポロは何号？,11,13,10,8
10,5,アップルが開発したパソコン、マッキントッシュの名前の由来は？,りんごの品種名,開発スタッフの名前,地名,飼い猫の名前
11,5,空気中に最も多く含まれている気体は？,窒素,水素,酸素,二酸化炭素
12,5,オームの法則を使い、電流を求める計算式は次のうちどれでしょう？,電圧÷抵抗,抵抗×電圧,電流×抵抗,電圧×電流
13,5,北極や南極で観測される、空の発光現象を何という？,オーロラ,白夜,極夜,トワイライト
14,5,地動説を再発見し、これを広めた天文学者は次のうち誰でしょう？,ニコラウス・コペルニクス,ガリレオ・ガリレイ,コロンブス,アリストテレス
15,5,光電効果を説明するのに唱えられた光量子仮説によってノーベル賞を受賞した物理学者は誰でしょうか？,アインシュタイン,オッペンハイマー,シュレイディンガー,ハイゼンベルク
16,5,コンピューターやスマートフォンなどに使われている、絶縁体と良導体の中間に当たる性質を持つ物体のことをなんと呼ぶ？,半導体,超電導体,中導体,可導体
17,5,原子番号13番で常温常圧で高い熱伝導率・電気電導率を持ち、加工しやすく軽いことから広く使われている金属は何でしょう？,アルミニウム,ステンレス,銅,銀
18,5,Apple社が2015年に販売を開始した時計型電子端末をなんと呼ぶでしょうか？,Apple Watch,iWatch,iClock,Apple Clock
19,5,植物が光合成することによって生成するものは酸素と何でしょうか？,デンプン,セルロース,二酸化炭素,脂肪
20,5,ワープロの「ワー」はワードの略。では「プロ」は何の略？,プロセッサー,プログラム,プロフェッショナル,プロパティ
21,5,シャープが商標登録しているアモルファス半導体を使用する液晶ディスプレイは次のうちどれでしょう？,IGZO,IKZO,ZGZO,SGZO
22,5,山中伸弥率いる京都大学の研究グループが開発した幹細胞は次のうちどれでしょうか？,iPS細胞,ES細胞,STAP細胞,PS細胞
